NVSS J000002+871316 |  0.01242 | 87.22117  | 0.00041769789295644394 | -0.7923307964488367 | -0.5088588663467867
NVSS J000622+854224 |  1.59350 | 85.70667  | -0.10369867583202709 | -0.3804606738182671 | 0.017475366562969913
2MASX J00123934+8543115 |  3.16471 | 85.71989  | 0.007320602663475984 | -0.6327590949760125 | 1.2492868302669813
NVSS J001449+852717 |  3.70554 | 85.45494  | -0.01840096000737304 | -0.9649175928719059 | -0.08840590336413394
NVSS J002738+873115 |  6.90992 | 87.52097  | 0.010335398177059824 | -0.745120939227581 | 0.2594136416095732
NVSS J003843+853457 |  9.68192 | 85.58275  | 0.08988162083799409 | -1.1264190541276429 | -0.7109148729637251
NVSS J004450+892927 |  11.21021 | 89.49103  | 0.0304982795433194 | -0.9046169010848997 | 0.874348015994504
NVSS J004528+863339 |  11.36908 | 86.56086  | 0.0 | -0.8721774779926048 | -0.20665363995190977
NVSS J010047+850746 |  15.19608 | 85.12953  | 0.0 | -1.1872833836880827 | 0.038860669559288824
NVSS J010424+882302 |  16.09563 | 88.38412  | 0.049753128983294634 | -0.9356976151798542 | -0.11068190334454685
NVSS J011045+873822 |  17.68921 | 87.63953  | -0.011635018521935287 | -0.8036531733718111 | 1.8250426708554615
NVSS J011803+855840 |  19.51462 | 85.97803  | -0.08281406214345557 | -0.7977138832849873 | -0.16705645307920391
NVSS J013204+861023 |  23.01808 | 86.17317  | 0.033538639207417655 | -0.787016402474817 | 0.03550855655384968
NVSS J013253+853756 |  23.22483 | 85.63233  | 0.11457971496837532 | -1.1577336526091309 | -0.7647553529224085
VLSS J0219.1+8809 |  34.75012 | 88.14904  | 0.5973429427929815 | -1.2508023080348127 | -0.17277939366901926
3C 061.1 |  35.64602 | 86.31838  | -0.03328642320395703 | -0.7147885931261542 | 3.9289050061778314
NVSS J030752+880211 |  46.96733 | 88.03647  | -0.15608964842406364 | -0.9017697848542494 | -0.2595606968080739
NVSS J032511+851740 |  51.29671 | 85.29447  | 0.058591001616626094 | -0.8270377302581411 | -0.16417839335106987
NVSS J032749+853828 |  51.95779 | 85.64111  | -0.05143066839917171 | -0.7460497253954711 | -0.03527185500675159
NVSS J033807+873804 |  54.53129 | 87.63461  | -0.019168285214557487 | -0.798826078875397 | 0.07765303233732779
NVSS J034426+862042 |  56.10850 | 86.34517  | -0.02729255407276263 | -0.5798351117400615 | 0.15487944048767474
NVSS J035242+855422 |  58.17525 | 85.90622  | -0.06687622024951485 | -0.5603179237381033 | -0.3865057428672372
NVSS J042238+854823 |  65.66050 | 85.80653  | -0.05928820151867482 | -0.5474918485331415 | 0.5381915140239966
NVSS J042647+871610 |  66.69858 | 87.26956  | 0.06861596718919365 | -1.0368242274254367 | -0.4858414544964263
NVSS J042954+870541 |  67.47737 | 87.09489  | -0.06615099485901847 | -0.4463051072790263 | 0.19967595816411177
NVSS J045159+850055 |  72.99667 | 85.01528  | 0.06940766770962535 | -1.1570463279669139 | -0.7213332049651907
NVSS J045727+872852 |  74.36362 | 87.48111  | 0.0039158812255123505 | -1.0299164361294522 | -0.5356682103852508
NVSS J050130+884832 |  75.37608 | 88.80908  | 0.0663101988629963 | -0.8694714553598304 | 0.17932151657628742
NVSS J050322+863404 |  75.84492 | 86.56786  | -0.02360241390664525 | -0.6618070268660124 | -0.08768668970597533
NVSS J052059+860046 |  80.24592 | 86.01278  | -0.023989528330590454 | -0.8621065966066916 | 1.0858104669375301
NVSS J052418+880557 |  81.07812 | 88.09936  | 0.07398505532189621 | -1.2262929086800625 | -0.24629829090479338
NVSS J052942+855529 |  82.42746 | 85.92492  | -0.08166281836227102 | -0.662905223725027 | -0.25094252445190013
NVSS J053242+873139 |  83.17504 | 87.52775  | 0.0033531380300069772 | -0.8744788415648638 | 1.3599409736715724
2MASX J05351083+8605129 |  83.79546 | 86.08700  | 0.02872430074193733 | -0.885125011443569 | -0.48282493341630056
NVSS J055835+862536 |  89.64871 | 86.42683  | 0.0 | -0.8426333569592283 | -0.4143000924206151
NVSS J060112+872940 |  90.35315 | 87.49433  | 0.0 | -1.8833190525242647 | -0.8389560407458085
NVSS J061840+892653 |  94.66917 | 89.44806  | 0.0 | -0.7893730474361084 | -0.18016365320377223
NVSS J062205+871948 |  95.52292 | 87.33019  | 0.030317373033204885 | -0.9482057420561806 | 1.85271525998682
NVSS J063048+884126 |  97.70133 | 88.69064  | 0.07093427661623244 | -1.1818989298165528 | -0.1303875276122025
NVSS J063911+862502 |  99.79842 | 86.41733  | -0.0031341548984816737 | -0.7925367315439475 | 0.004008223634394247
NVSS J064734+870017 | 101.89338 | 87.00494  | 0.0 | -1.6043425100747242 | -0.7278932695007879
VLSS J0650.2+8746 | 102.53164 | 87.77221  | 0.202895304414168 | -0.84128297566495 | -0.36862960446756027
NVSS J070248+860517 | 105.70133 | 86.08822  | 0.011423892791653312 | -0.8539707729414652 | 0.6421060378143373
NVSS J070311+851553 | 105.78420 | 85.26322  | 0.07675258461849183 | -1.6821376493475815 | -1.1785011553489466
UGC 03536A | 105.84167 | 86.55788  | 0.0 | -0.8729878299756294 | 0.6982666226835981
VLSS J0710.2+8816 | 107.51055 | 88.27310  | -0.28586449362873156 | -0.6984785157955133 | 0.3794937282307881
NVSS J075542+850557 | 118.92725 | 85.09925  | 0.006951684224669375 | -0.7916125697979558 | 0.1356654485867628
NVSS J080058+853110 | 120.24563 | 85.51969  | 0.22086634438753694 | -1.238670817798468 | -0.4585840591322281
